YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
40000,1,0,Partial College,1,1-2 Miles,58,0
40000,1,0,Partial College,1,0-1 Miles,58,1
40000,1,0,Partial College,1,1-2 Miles,58,0
40000,1,0,Partial College,1,1-2 Miles,58,0
60000,4,0,Graduate Degree,0,1-2 Miles,56,1
60000,4,0,Graduate Degree,0,0-1 Miles,57,1
60000,4,0,Graduate Degree,0,1-2 Miles,57,1
60000,4,0,Graduate Degree,0,0-1 Miles,57,1
60000,4,0,Graduate Degree,0,0-1 Miles,56,1
60000,4,0,Graduate Degree,0,1-2 Miles,56,1
60000,4,0,Graduate Degree,0,1-2 Miles,56,1
60000,4,0,Graduate Degree,0,0-1 Miles,56,1
20000,1,1,Partial College,0,0-1 Miles,47,0
20000,1,1,Partial College,1,2-5 Miles,47,0
30000,1,0,Bachelors,0,1-2 Miles,47,0
30000,1,0,Bachelors,0,0-1 Miles,47,0
30000,1,1,Bachelors,0,2-5 Miles,47,1
40000,0,0,Graduate Degree,0,0-1 Miles,47,1
40000,0,0,Graduate Degree,0,0-1 Miles,46,1
40000,0,0,Bachelors,0,0-1 Miles,47,1
40000,0,0,Bachelors,0,0-1 Miles,47,1
10000,3,3,High School,1,0-1 Miles,48,0
20000,1,1,Partial College,1,1-2 Miles,48,0
20000,1,1,Partial College,1,2-5 Miles,48,0
10000,4,0,High School,2,0-1 Miles,88,0
40000,1,0,Bachelors,0,0-1 Miles,89,0
20000,1,1,Partial College,1,2-5 Miles,48,0
30000,1,1,Bachelors,0,1-2 Miles,48,0
30000,1,1,Bachelors,0,0-1 Miles,48,0
30000,1,1,Bachelors,1,0-1 Miles,47,0
30000,1,1,Bachelors,1,1-2 Miles,48,0
10000,5,5,Partial High School,2,0-1 Miles,49,1
20000,1,1,High School,1,2-5 Miles,49,0
20000,1,1,High School,1,2-5 Miles,49,0
20000,1,1,High School,2,0-1 Miles,49,1
20000,2,2,High School,0,0-1 Miles,49,0
40000,0,0,Bachelors,0,0-1 Miles,48,0
40000,0,0,Bachelors,0,0-1 Miles,47,0
20000,2,2,High School,0,0-1 Miles,48,1
30000,1,1,Bachelors,1,2-5 Miles,49,0
30000,1,1,Bachelors,2,0-1 Miles,49,1
30000,1,1,Bachelors,2,0-1 Miles,49,1
30000,1,1,Bachelors,2,0-1 Miles,49,1
20000,2,2,High School,1,0-1 Miles,49,0
20000,2,2,High School,1,0-1 Miles,50,0
20000,2,2,High School,2,0-1 Miles,50,1
30000,1,1,Bachelors,2,0-1 Miles,50,1
30000,1,1,Bachelors,2,0-1 Miles,49,1
10000,3,2,Partial High School,2,0-1 Miles,50,1
20000,3,3,High School,1,0-1 Miles,51,0
30000,1,0,Bachelors,1,2-5 Miles,82,0
40000,0,0,Bachelors,0,0-1 Miles,49,0
30000,2,2,Partial College,0,0-1 Miles,52,1
30000,2,2,Partial College,0,0-1 Miles,49,1
40000,1,0,Bachelors,0,0-1 Miles,49,0
40000,1,0,Bachelors,0,0-1 Miles,50,0
40000,1,0,Bachelors,0,0-1 Miles,49,0
30000,2,2,Partial College,2,0-1 Miles,50,1
30000,2,2,Partial College,2,0-1 Miles,51,1
40000,1,0,Bachelors,0,0-1 Miles,51,0
30000,2,2,Partial College,2,0-1 Miles,51,1
30000,3,3,Partial College,0,0-1 Miles,52,1
20000,0,0,High School,1,2-5 Miles,37,1
20000,0,0,High School,1,2-5 Miles,38,1
20000,4,4,High School,2,0-1 Miles,35,0
20000,5,5,High School,3,0-1 Miles,36,0
40000,1,0,Bachelors,0,0-1 Miles,52,0
30000,3,3,Partial College,2,0-1 Miles,37,0
30000,3,3,Partial College,3,0-1 Miles,37,1
20000,0,0,High School,1,1-2 Miles,37,1
30000,0,0,Partial College,1,2-5 Miles,38,0
30000,0,0,Partial College,1,2-5 Miles,38,1
30000,0,0,Partial College,1,2-5 Miles,38,0
30000,0,0,Partial College,1,0-1 Miles,38,1
30000,0,0,Partial College,1,2-5 Miles,38,1
20000,0,0,High School,1,1-2 Miles,38,1
10000,0,0,Partial High School,2,0-1 Miles,40,1
20000,0,0,High School,1,2-5 Miles,40,1
20000,0,0,High School,1,5-10 Miles,39,0
30000,0,0,Partial College,1,0-1 Miles,39,1
30000,0,0,Partial College,1,0-1 Miles,40,1
20000,0,0,Partial High School,1,2-5 Miles,41,1
20000,0,0,Partial High School,2,0-1 Miles,40,1
30000,0,0,Partial College,1,0-1 Miles,39,1
30000,0,0,Partial College,1,2-5 Miles,40,1
40000,1,1,Bachelors,0,1-2 Miles,39,1
40000,1,1,Bachelors,0,1-2 Miles,40,1
60000,4,0,Graduate Degree,0,0-1 Miles,56,1
60000,4,0,Graduate Degree,0,1-2 Miles,56,1
50000,0,0,Graduate Degree,0,1-2 Miles,42,0
50000,0,0,Graduate Degree,0,0-1 Miles,42,0
50000,0,0,Graduate Degree,0,0-1 Miles,42,0
50000,0,0,Graduate Degree,0,0-1 Miles,41,0
50000,1,0,Graduate Degree,0,1-2 Miles,42,1
50000,1,0,Graduate Degree,0,1-2 Miles,42,1
50000,1,0,Graduate Degree,0,1-2 Miles,42,1
50000,1,0,Graduate Degree,0,0-1 Miles,42,1
60000,1,0,Graduate Degree,0,0-1 Miles,42,0
40000,1,0,Graduate Degree,0,1-2 Miles,43,1
40000,4,4,High School,3,10+ Miles,44,1
60000,1,0,Graduate Degree,0,0-1 Miles,43,1
60000,1,1,Graduate Degree,0,0-1 Miles,44,0
60000,1,1,Graduate Degree,0,1-2 Miles,44,0
40000,1,1,Bachelors,0,0-1 Miles,43,0
60000,1,0,Graduate Degree,0,2-5 Miles,43,0
60000,1,0,Graduate Degree,0,2-5 Miles,43,0
60000,1,0,Graduate Degree,0,2-5 Miles,42,0
70000,1,0,Graduate Degree,0,2-5 Miles,43,0
70000,1,0,Graduate Degree,0,0-1 Miles,43,0
70000,1,0,Graduate Degree,0,2-5 Miles,42,0
50000,1,1,Bachelors,0,2-5 Miles,45,0
50000,1,1,Bachelors,0,0-1 Miles,45,0
50000,1,1,Bachelors,1,2-5 Miles,44,0
50000,1,1,Bachelors,1,2-5 Miles,45,0
40000,2,2,Bachelors,0,2-5 Miles,45,0
40000,2,2,Bachelors,0,2-5 Miles,45,0
40000,2,2,Bachelors,0,2-5 Miles,46,0
40000,2,2,Bachelors,0,0-1 Miles,45,1
60000,1,0,Graduate Degree,0,2-5 Miles,46,0
60000,1,0,Graduate Degree,0,2-5 Miles,46,0
60000,1,0,Graduate Degree,0,0-1 Miles,46,0
60000,1,0,Graduate Degree,0,2-5 Miles,43,0
60000,1,0,Graduate Degree,0,0-1 Miles,44,0
60000,1,0,Graduate Degree,0,2-5 Miles,44,0
60000,1,0,Graduate Degree,0,2-5 Miles,43,1
70000,2,0,Graduate Degree,0,2-5 Miles,44,0
70000,3,0,Graduate Degree,0,2-5 Miles,43,0
70000,3,0,Graduate Degree,0,2-5 Miles,44,0
60000,1,0,Graduate Degree,0,0-1 Miles,46,0
60000,1,0,Graduate Degree,0,2-5 Miles,46,0
60000,1,0,Graduate Degree,0,2-5 Miles,46,0
60000,1,0,Graduate Degree,0,2-5 Miles,45,0
60000,2,0,Graduate Degree,0,2-5 Miles,45,0
70000,4,0,Graduate Degree,0,0-1 Miles,45,1
70000,4,0,Graduate Degree,0,2-5 Miles,45,1
70000,4,0,Graduate Degree,0,2-5 Miles,44,1
80000,2,0,Graduate Degree,0,0-1 Miles,44,1
70000,2,2,Bachelors,1,2-5 Miles,48,0
70000,2,2,Bachelors,1,2-5 Miles,48,0
70000,2,2,Bachelors,1,2-5 Miles,47,0
70000,2,2,Bachelors,1,2-5 Miles,47,0
60000,3,3,Bachelors,0,0-1 Miles,49,1
60000,3,3,Bachelors,1,2-5 Miles,48,0
60000,3,3,Bachelors,1,0-1 Miles,49,0
60000,0,0,Graduate Degree,0,2-5 Miles,49,0
70000,4,0,Graduate Degree,0,2-5 Miles,49,1
80000,0,0,Graduate Degree,0,0-1 Miles,49,0
60000,2,0,Graduate Degree,0,2-5 Miles,45,0
70000,5,0,Graduate Degree,0,2-5 Miles,46,1
70000,5,5,Graduate Degree,2,2-5 Miles,46,0
70000,5,5,Graduate Degree,2,0-1 Miles,46,0
70000,5,5,Graduate Degree,2,2-5 Miles,46,0
70000,5,5,Graduate Degree,2,0-1 Miles,46,0
80000,2,0,Graduate Degree,0,0-1 Miles,46,1
40000,0,0,Bachelors,1,2-5 Miles,49,0
40000,0,0,Bachelors,1,0-1 Miles,50,0
40000,0,0,Bachelors,1,2-5 Miles,50,0
40000,0,0,Bachelors,1,0-1 Miles,50,0
80000,3,3,Bachelors,2,2-5 Miles,49,1
80000,3,3,Bachelors,2,2-5 Miles,50,0
60000,0,0,Graduate Degree,0,2-5 Miles,50,1
40000,0,0,Bachelors,1,2-5 Miles,51,0
40000,0,0,Bachelors,1,0-1 Miles,51,0
50000,4,4,Bachelors,2,0-1 Miles,50,1
50000,4,4,Bachelors,4,10+ Miles,51,0
50000,5,5,Bachelors,3,5-10 Miles,51,0
50000,5,5,Bachelors,3,5-10 Miles,51,1
50000,4,2,Bachelors,2,0-1 Miles,51,0
50000,4,2,Bachelors,2,2-5 Miles,50,0
60000,4,2,Bachelors,2,0-1 Miles,52,0
60000,4,2,Bachelors,2,0-1 Miles,51,0
60000,4,2,Bachelors,2,2-5 Miles,52,0
60000,4,2,Bachelors,2,0-1 Miles,51,0
60000,0,0,Bachelors,1,0-1 Miles,47,0
60000,0,0,Bachelors,1,2-5 Miles,47,0
60000,2,2,Graduate Degree,0,2-5 Miles,47,1
60000,4,2,Bachelors,2,2-5 Miles,52,0
60000,4,2,Bachelors,3,0-1 Miles,51,1
60000,4,2,Bachelors,3,2-5 Miles,51,1
60000,3,2,Graduate Degree,0,0-1 Miles,52,0
40000,3,2,High School,2,2-5 Miles,53,0
70000,1,0,Bachelors,1,0-1 Miles,52,0
70000,1,0,Partial College,1,2-5 Miles,52,0
70000,1,0,Partial College,1,0-1 Miles,53,0
70000,1,0,Partial College,1,2-5 Miles,52,0
70000,1,0,Partial College,1,2-5 Miles,52,0
40000,4,2,High School,2,2-5 Miles,53,0
60000,1,0,Partial College,1,0-1 Miles,54,0
60000,1,0,Partial College,1,0-1 Miles,53,0
40000,4,2,High School,2,2-5 Miles,55,0
40000,4,2,High School,2,2-5 Miles,55,0
40000,4,2,High School,2,0-1 Miles,55,0
60000,1,0,Partial College,1,0-1 Miles,55,0
70000,0,0,Partial College,1,2-5 Miles,48,0
70000,0,0,Partial College,1,2-5 Miles,48,0
70000,0,0,Partial College,1,0-1 Miles,47,0
70000,0,0,Partial College,1,2-5 Miles,48,0
60000,0,0,Graduate Degree,1,0-1 Miles,48,1
60000,1,0,Partial College,1,2-5 Miles,55,0
60000,1,0,Partial College,1,2-5 Miles,55,0
60000,1,0,Partial College,1,2-5 Miles,54,0
60000,1,0,Partial College,1,2-5 Miles,55,0
60000,1,0,Partial College,1,2-5 Miles,56,0
60000,1,0,Partial College,1,2-5 Miles,56,0
60000,1,0,Partial College,1,0-1 Miles,56,0
60000,1,0,Partial College,1,0-1 Miles,56,0
60000,1,0,Partial College,1,0-1 Miles,55,0
60000,4,3,Bachelors,0,2-5 Miles,56,0
60000,4,3,Bachelors,0,2-5 Miles,55,0
70000,2,0,Graduate Degree,1,0-1 Miles,56,1
70000,5,5,Graduate Degree,3,10+ Miles,56,0
80000,4,0,Graduate Degree,0,0-1 Miles,56,1
60000,3,2,Bachelors,1,0-1 Miles,56,1
60000,1,0,Bachelors,1,0-1 Miles,57,1
60000,1,0,Bachelors,1,2-5 Miles,57,0
60000,1,0,Bachelors,1,0-1 Miles,56,1
60000,1,0,Bachelors,1,2-5 Miles,56,0
70000,5,4,Graduate Degree,1,2-5 Miles,57,0
70000,5,4,Graduate Degree,1,0-1 Miles,57,0
80000,4,4,Graduate Degree,1,0-1 Miles,45,0
60000,2,2,Bachelors,1,0-1 Miles,47,1
80000,4,4,Graduate Degree,1,0-1 Miles,45,1
80000,4,4,Graduate Degree,1,0-1 Miles,45,0
80000,4,4,Graduate Degree,1,0-1 Miles,45,0
90000,2,0,Bachelors,0,0-1 Miles,45,1
60000,2,2,Bachelors,1,2-5 Miles,47,0
60000,2,2,Bachelors,1,0-1 Miles,46,1
70000,5,5,Bachelors,3,10+ Miles,47,0
70000,5,5,Bachelors,3,10+ Miles,46,0
110000,1,0,Graduate Degree,1,0-1 Miles,45,1
70000,5,5,Bachelors,4,10+ Miles,47,0
70000,5,5,Bachelors,4,10+ Miles,48,1
70000,5,5,Bachelors,4,10+ Miles,48,1
80000,5,5,Graduate Degree,2,0-1 Miles,48,0
80000,5,5,Graduate Degree,3,0-1 Miles,48,1
80000,5,5,Bachelors,3,0-1 Miles,48,1
90000,0,0,Bachelors,0,2-5 Miles,49,1
90000,0,0,Bachelors,0,2-5 Miles,49,1
90000,2,0,Bachelors,0,1-2 Miles,48,1
50000,0,0,Graduate Degree,0,0-1 Miles,42,0
50000,0,0,Graduate Degree,0,1-2 Miles,42,0
50000,0,0,Graduate Degree,0,1-2 Miles,41,0
50000,1,0,Graduate Degree,0,1-2 Miles,42,1
50000,1,0,Graduate Degree,0,1-2 Miles,42,1
50000,1,0,Graduate Degree,0,0-1 Miles,42,1
50000,1,0,Graduate Degree,0,0-1 Miles,42,1
50000,1,0,Graduate Degree,0,1-2 Miles,42,1
40000,1,0,Graduate Degree,0,0-1 Miles,43,1
60000,1,0,Graduate Degree,0,0-1 Miles,44,1
60000,1,0,Graduate Degree,0,1-2 Miles,44,1
60000,1,0,Graduate Degree,0,0-1 Miles,43,1
60000,1,1,Graduate Degree,0,0-1 Miles,44,0
60000,1,1,Graduate Degree,0,0-1 Miles,44,0
60000,1,1,Graduate Degree,0,0-1 Miles,43,0
40000,1,1,Graduate Degree,0,0-1 Miles,42,0
40000,1,1,Bachelors,0,0-1 Miles,43,0
60000,1,0,Graduate Degree,0,2-5 Miles,42,0
60000,1,0,Graduate Degree,0,2-5 Miles,43,0
70000,1,0,Graduate Degree,0,2-5 Miles,43,0
50000,1,1,Bachelors,0,2-5 Miles,45,0
50000,1,1,Bachelors,0,2-5 Miles,45,0
60000,1,0,Graduate Degree,0,0-1 Miles,45,0
40000,1,1,Bachelors,1,0-1 Miles,46,0
40000,1,1,Bachelors,1,2-5 Miles,46,0
40000,2,2,Bachelors,0,2-5 Miles,45,0
40000,2,2,Bachelors,0,2-5 Miles,46,0
40000,2,2,Bachelors,0,0-1 Miles,46,1
40000,2,2,Bachelors,0,2-5 Miles,46,1
40000,2,2,Bachelors,0,2-5 Miles,46,1
40000,2,2,Bachelors,0,0-1 Miles,45,1
60000,1,0,Graduate Degree,0,2-5 Miles,45,0
60000,1,0,Graduate Degree,0,2-5 Miles,45,0
60000,1,0,Graduate Degree,0,0-1 Miles,44,0
60000,1,0,Graduate Degree,0,2-5 Miles,44,0
60000,1,0,Graduate Degree,0,0-1 Miles,44,0
70000,2,0,Graduate Degree,0,0-1 Miles,44,0
70000,2,0,Graduate Degree,0,0-1 Miles,44,0
70000,3,0,Graduate Degree,0,2-5 Miles,44,0
60000,1,0,Graduate Degree,0,2-5 Miles,46,0
60000,2,2,Bachelors,0,0-1 Miles,47,1
40000,0,0,Bachelors,1,2-5 Miles,48,1
40000,0,0,Bachelors,1,2-5 Miles,48,1
40000,0,0,Bachelors,1,0-1 Miles,47,1
40000,0,0,Bachelors,1,0-1 Miles,47,1
60000,2,0,Graduate Degree,0,0-1 Miles,45,0
70000,3,0,Graduate Degree,0,0-1 Miles,45,1
70000,4,0,Graduate Degree,0,2-5 Miles,44,1
70000,4,0,Graduate Degree,0,2-5 Miles,44,1
70000,4,0,Graduate Degree,0,2-5 Miles,45,1
70000,2,2,Bachelors,1,0-1 Miles,47,0
60000,0,0,Graduate Degree,0,0-1 Miles,49,0
60000,0,0,Graduate Degree,0,2-5 Miles,49,0
60000,0,0,Graduate Degree,0,2-5 Miles,49,0
70000,0,0,Graduate Degree,0,2-5 Miles,48,0
70000,4,0,Graduate Degree,0,2-5 Miles,48,0
70000,5,0,Graduate Degree,0,2-5 Miles,49,1
70000,5,0,Graduate Degree,0,0-1 Miles,49,1
60000,2,0,Graduate Degree,0,2-5 Miles,45,0
70000,5,5,Graduate Degree,2,0-1 Miles,46,0
70000,5,5,Graduate Degree,2,0-1 Miles,45,0
80000,3,0,Graduate Degree,0,0-1 Miles,46,1
80000,3,0,Graduate Degree,0,0-1 Miles,45,1
40000,0,0,Bachelors,1,2-5 Miles,50,0
80000,3,3,Bachelors,1,2-5 Miles,50,0
80000,3,3,Bachelors,1,0-1 Miles,49,1
80000,3,3,Bachelors,2,2-5 Miles,50,1
80000,3,3,Bachelors,2,0-1 Miles,50,0
80000,3,3,Bachelors,2,2-5 Miles,50,1
80000,3,3,Bachelors,2,0-1 Miles,50,0
60000,0,0,Graduate Degree,1,2-5 Miles,50,1
60000,0,0,Graduate Degree,1,2-5 Miles,50,0
40000,0,0,Bachelors,1,0-1 Miles,51,0
50000,4,4,Bachelors,3,10+ Miles,50,0
50000,4,4,Bachelors,3,10+ Miles,50,0
50000,4,4,Bachelors,3,10+ Miles,51,0
30000,2,0,High School,2,0-1 Miles,91,0
50000,4,2,Bachelors,2,2-5 Miles,51,0
50000,4,2,Bachelors,2,0-1 Miles,50,0
50000,4,2,Bachelors,2,2-5 Miles,51,0
50000,4,2,Bachelors,2,2-5 Miles,50,0
50000,4,2,Bachelors,2,2-5 Miles,51,0
60000,4,2,Bachelors,2,2-5 Miles,52,0
60000,4,2,Bachelors,2,0-1 Miles,51,0
60000,0,0,Bachelors,1,2-5 Miles,46,0
60000,2,2,Graduate Degree,0,0-1 Miles,47,1
60000,4,2,Bachelors,4,2-5 Miles,52,0
60000,3,2,Graduate Degree,0,0-1 Miles,52,0
60000,3,2,Graduate Degree,0,0-1 Miles,52,0
40000,3,2,High School,2,2-5 Miles,52,0
70000,1,0,Partial College,1,2-5 Miles,53,0
70000,1,0,Partial College,1,2-5 Miles,53,0
70000,1,0,Partial College,1,0-1 Miles,53,0
40000,4,2,High School,2,2-5 Miles,53,0
60000,1,0,Partial College,1,2-5 Miles,53,0
60000,1,0,Partial College,1,2-5 Miles,54,0
60000,1,0,Partial College,1,2-5 Miles,54,0
60000,1,0,Partial College,1,0-1 Miles,54,0
40000,4,2,High School,2,2-5 Miles,55,0
70000,0,0,Partial College,1,2-5 Miles,48,0
70000,0,0,Partial College,1,0-1 Miles,47,0
70000,0,0,Partial College,1,0-1 Miles,48,0
70000,0,0,Partial College,1,2-5 Miles,48,0
60000,0,0,Graduate Degree,1,0-1 Miles,48,1
60000,0,0,Graduate Degree,1,0-1 Miles,48,1
60000,0,0,Bachelors,1,2-5 Miles,48,0
60000,1,0,Partial College,1,0-1 Miles,55,0
60000,1,0,Partial College,1,2-5 Miles,54,0
60000,1,0,Partial College,1,2-5 Miles,54,0
60000,1,0,Partial College,1,2-5 Miles,55,0
60000,1,0,Partial College,1,2-5 Miles,54,0
60000,1,0,Partial College,1,0-1 Miles,56,0
60000,4,3,Bachelors,0,2-5 Miles,56,0
60000,4,3,Bachelors,0,0-1 Miles,56,0
70000,5,5,Graduate Degree,3,10+ Miles,56,0
80000,5,0,Graduate Degree,0,0-1 Miles,56,0
80000,2,0,Graduate Degree,0,0-1 Miles,55,1
60000,3,2,Bachelors,1,0-1 Miles,57,1
60000,1,0,Bachelors,1,2-5 Miles,57,0
60000,1,0,Bachelors,1,0-1 Miles,56,1
60000,1,0,Bachelors,1,2-5 Miles,57,0
70000,5,4,Graduate Degree,1,0-1 Miles,56,0
70000,5,4,Graduate Degree,2,0-1 Miles,56,0
90000,1,0,Graduate Degree,0,0-1 Miles,45,1
90000,2,0,Graduate Degree,0,0-1 Miles,46,1
100000,1,0,Graduate Degree,0,2-5 Miles,46,1
100000,1,0,Graduate Degree,0,0-1 Miles,46,1
100000,1,0,Graduate Degree,0,2-5 Miles,45,1
60000,2,2,Bachelors,1,0-1 Miles,46,1
80000,4,4,Graduate Degree,1,0-1 Miles,45,1
80000,4,4,Graduate Degree,1,0-1 Miles,44,1
90000,2,0,Bachelors,0,0-1 Miles,45,1
60000,2,2,Bachelors,1,0-1 Miles,47,1
70000,5,5,Bachelors,3,10+ Miles,48,0
110000,1,0,Graduate Degree,0,0-1 Miles,46,1
110000,1,0,Graduate Degree,1,2-5 Miles,45,1
110000,1,0,Graduate Degree,1,2-5 Miles,46,1
80000,5,5,Graduate Degree,3,0-1 Miles,48,1
80000,5,5,Graduate Degree,3,0-1 Miles,48,1
80000,5,5,Graduate Degree,3,0-1 Miles,49,1
80000,5,5,Graduate Degree,3,0-1 Miles,49,1
80000,5,5,Graduate Degree,3,0-1 Miles,49,1
80000,5,5,Graduate Degree,3,0-1 Miles,48,0
60000,3,3,Bachelors,1,5-10 Miles,49,1
60000,3,3,Bachelors,1,5-10 Miles,50,0
70000,0,0,Bachelors,1,0-1 Miles,47,1
70000,0,0,Bachelors,1,5-10 Miles,47,1
70000,0,0,Bachelors,1,5-10 Miles,50,1
70000,0,0,Bachelors,1,5-10 Miles,49,1
60000,3,3,Bachelors,2,5-10 Miles,51,1
60000,4,4,Bachelors,2,5-10 Miles,51,1
60000,4,4,Bachelors,3,10+ Miles,51,1
60000,4,4,Bachelors,3,10+ Miles,50,0
90000,4,4,Partial College,2,0-1 Miles,47,0
60000,0,0,Partial College,1,1-2 Miles,35,0
60000,0,0,Partial College,1,1-2 Miles,35,1
40000,0,0,Partial College,1,5-10 Miles,36,1
40000,0,0,Partial College,1,5-10 Miles,37,0
40000,0,0,Partial College,1,5-10 Miles,37,0
60000,0,0,Partial College,2,5-10 Miles,37,0
30000,2,0,Partial College,2,5-10 Miles,69,1
20000,4,0,High School,2,1-2 Miles,68,1
70000,0,0,Partial College,2,5-10 Miles,36,0
70000,0,0,Partial College,2,0-1 Miles,37,0
40000,0,0,Partial High School,2,1-2 Miles,38,1
40000,0,0,Partial High School,2,5-10 Miles,37,1
30000,0,0,Partial College,1,5-10 Miles,37,0
30000,0,0,Partial College,1,5-10 Miles,38,0
30000,0,0,Partial College,2,1-2 Miles,38,1
60000,0,0,Partial College,2,5-10 Miles,37,0
60000,0,0,Partial College,2,1-2 Miles,38,1
100000,3,0,Bachelors,3,0-1 Miles,38,0
60000,0,0,Partial College,2,5-10 Miles,38,0
20000,2,1,Partial High School,2,5-10 Miles,66,1
20000,2,1,Partial High School,2,5-10 Miles,66,1
30000,3,0,Partial College,2,1-2 Miles,64,1
20000,0,0,Partial College,2,1-2 Miles,35,1
30000,3,0,High School,2,5-10 Miles,64,1
30000,3,0,High School,2,1-2 Miles,63,1
30000,3,0,High School,2,5-10 Miles,64,0
70000,0,0,Partial College,2,5-10 Miles,34,0
70000,0,0,Partial College,2,5-10 Miles,36,0
40000,2,0,Partial College,2,5-10 Miles,63,0
80000,2,0,Partial College,2,1-2 Miles,60,1
40000,0,0,High School,2,1-2 Miles,40,0
60000,0,0,Partial College,2,5-10 Miles,40,1
60000,0,0,Partial College,2,5-10 Miles,40,1
40000,0,0,High School,2,5-10 Miles,41,1
60000,0,0,Partial College,2,1-2 Miles,42,0
70000,0,0,Partial College,2,5-10 Miles,42,0
70000,0,0,Partial College,2,0-1 Miles,42,0
70000,0,0,Partial College,2,0-1 Miles,42,0
70000,0,0,Partial College,2,5-10 Miles,42,0
60000,0,0,Partial College,2,1-2 Miles,38,0
80000,2,0,High School,2,1-2 Miles,60,1
70000,2,0,High School,2,1-2 Miles,59,1
70000,2,0,High School,2,5-10 Miles,58,0
70000,2,0,High School,2,5-10 Miles,59,0
80000,2,0,High School,2,5-10 Miles,58,1
130000,0,1,Graduate Degree,2,0-1 Miles,56,1
130000,0,1,Graduate Degree,2,0-1 Miles,57,1
80000,0,0,Bachelors,1,2-5 Miles,41,0
80000,0,0,Bachelors,1,2-5 Miles,42,0
60000,0,0,Partial College,2,1-2 Miles,41,0
60000,0,0,Partial College,2,1-2 Miles,41,0
60000,0,0,Partial College,2,5-10 Miles,41,0
60000,0,0,High School,2,1-2 Miles,40,0
120000,1,2,Bachelors,3,0-1 Miles,56,1
130000,0,1,Graduate Degree,3,0-1 Miles,56,1
130000,0,1,Graduate Degree,3,0-1 Miles,48,0
80000,2,0,Partial High School,2,1-2 Miles,58,1
60000,2,0,High School,2,1-2 Miles,57,0
60000,2,0,High School,2,1-2 Miles,58,0
60000,2,0,High School,2,5-10 Miles,58,0
70000,3,2,Partial College,0,5-10 Miles,58,1
80000,2,1,Bachelors,0,0-1 Miles,58,1
80000,2,1,Bachelors,1,0-1 Miles,57,0
70000,0,0,Bachelors,1,5-10 Miles,52,1
90000,4,4,Bachelors,0,0-1 Miles,47,0
70000,1,0,Partial College,1,5-10 Miles,53,1
70000,1,0,Partial College,1,5-10 Miles,53,1
70000,1,0,Partial College,1,5-10 Miles,53,1
60000,1,0,Bachelors,1,0-1 Miles,53,1
60000,1,0,Partial College,1,5-10 Miles,54,1
60000,1,0,Partial College,1,0-1 Miles,54,1
110000,0,0,Graduate Degree,3,1-2 Miles,48,1
60000,1,0,Partial College,1,0-1 Miles,55,1
60000,1,0,Partial College,1,5-10 Miles,55,1
60000,1,0,Partial College,1,0-1 Miles,55,1
60000,1,0,Partial College,1,5-10 Miles,55,1
60000,1,0,Partial College,1,0-1 Miles,55,1
70000,0,0,Bachelors,1,0-1 Miles,50,1
80000,5,5,Bachelors,4,1-2 Miles,50,1
70000,0,0,Bachelors,1,5-10 Miles,51,1
70000,0,0,Bachelors,1,5-10 Miles,52,1
70000,0,0,Bachelors,2,0-1 Miles,51,1
60000,1,0,Partial College,1,0-1 Miles,53,1
70000,5,4,Partial College,2,5-10 Miles,53,0
60000,1,0,Partial College,1,5-10 Miles,54,1
70000,5,4,Partial College,2,0-1 Miles,54,0
80000,1,0,Partial College,1,5-10 Miles,58,1
80000,1,0,Partial College,1,5-10 Miles,58,1
30000,2,0,Partial College,2,5-10 Miles,80,1
60000,3,2,Partial College,2,0-1 Miles,54,0
30000,2,0,Partial College,2,5-10 Miles,62,1
10000,2,1,High School,2,5-10 Miles,66,1
30000,0,0,High School,2,5-10 Miles,39,0
40000,0,0,High School,1,0-1 Miles,39,1
40000,0,0,High School,2,5-10 Miles,38,1
30000,0,0,High School,2,5-10 Miles,35,1
30000,0,0,High School,2,0-1 Miles,34,0
30000,0,0,High School,2,5-10 Miles,35,1
10000,5,0,High School,2,0-1 Miles,69,1
40000,0,0,High School,2,5-10 Miles,34,0
30000,0,0,Partial High School,2,5-10 Miles,37,1
40000,0,0,High School,2,5-10 Miles,37,0
40000,0,0,High School,2,5-10 Miles,37,1
40000,0,0,High School,2,0-1 Miles,37,1
40000,0,0,High School,2,5-10 Miles,36,1
30000,0,0,Partial High School,2,5-10 Miles,37,0
30000,0,0,Partial High School,2,0-1 Miles,37,0
40000,0,0,High School,2,5-10 Miles,38,1
30000,0,0,Partial High School,2,5-10 Miles,35,1
30000,0,0,Partial High School,2,5-10 Miles,36,1
40000,0,0,High School,2,0-1 Miles,36,1
40000,2,0,Bachelors,2,5-10 Miles,74,0
40000,2,0,Bachelors,2,0-1 Miles,74,0
40000,2,0,Bachelors,2,0-1 Miles,74,0
40000,2,0,Bachelors,2,5-10 Miles,71,1
40000,2,0,Bachelors,2,5-10 Miles,72,0
70000,2,0,Graduate Degree,1,1-2 Miles,72,1
40000,0,0,Partial College,1,5-10 Miles,39,0
40000,0,0,High School,2,5-10 Miles,40,1
40000,0,0,High School,2,5-10 Miles,39,1
40000,0,0,Partial College,1,5-10 Miles,40,0
40000,0,0,Partial College,1,5-10 Miles,41,0
40000,0,0,Partial College,1,1-2 Miles,41,0
